,State,County,Confirmed,Recovered,Deaths,Last_Update
1201,South Dakota,Harding,0,0,0,2020-03-25T15:58:59.000Z
1332,South Dakota,Hyde,0,0,0,2020-03-25T15:58:59.000Z
2329,South Dakota,Potter,0,0,0,2020-03-25T15:58:59.000Z
1189,South Dakota,Hanson,0,0,0,2020-03-25T15:58:59.000Z
2729,South Dakota,Sully,0,0,0,2020-03-25T15:58:59.000Z
176,South Dakota,Bennett,0,0,0,2020-03-25T15:58:59.000Z
1317,South Dakota,Hughes,1,0,0,2020-03-25T15:58:59.000Z
1186,South Dakota,Hand,0,0,0,2020-03-25T15:58:59.000Z
293,South Dakota,Brule,0,0,0,2020-03-25T15:58:59.000Z
108,South Dakota,Aurora,0,0,0,2020-03-25T15:58:59.000Z
2682,South Dakota,Stanley,0,0,0,2020-03-25T15:58:59.000Z
2806,Tennessee,Tipton,6,0,0,2020-03-25T15:58:59.000Z
1235,Tennessee,Haywood,0,0,0,2020-03-25T15:58:59.000Z
1806,Tennessee,Marion,1,0,0,2020-03-25T15:58:59.000Z
2242,Tennessee,Perry,1,0,0,2020-03-25T15:58:59.000Z
1772,Tennessee,Madison,1,0,0,2020-03-25T15:58:59.000Z
743,Tennessee,DeKalb,0,0,0,2020-03-25T15:58:59.000Z
1037,Tennessee,Gibson,2,0,0,2020-03-25T15:58:59.000Z
1534,Tennessee,Knox,15,0,0,2020-03-25T15:58:59.000Z
166,Tennessee,Bedford,0,0,0,2020-03-25T15:58:59.000Z
2908,Tennessee,Van Buren,0,0,0,2020-03-25T15:58:59.000Z
1823,Tennessee,Marshall,0,0,0,2020-03-25T15:58:59.000Z
1231,Tennessee,Hawkins,0,0,0,2020-03-25T15:58:59.000Z
721,Tennessee,Davidson,253,0,2,2020-03-25T15:58:59.000Z
1040,Tennessee,Giles,0,0,0,2020-03-25T15:58:59.000Z
688,Tennessee,Cumberland,3,0,0,2020-03-25T15:58:59.000Z
1184,Tennessee,Hancock,0,0,0,2020-03-25T15:58:59.000Z
187,Tennessee,Benton,0,0,0,2020-03-25T15:58:59.000Z
753,Tennessee,Decatur,0,0,0,2020-03-25T15:58:59.000Z
1752,Tennessee,Macon,0,0,0,2020-03-25T15:58:59.000Z
2707,Tennessee,Stewart,0,0,0,2020-03-25T15:58:59.000Z
2369,Tennessee,Putnam,8,0,0,2020-03-25T15:58:59.000Z
2835,Tennessee,Trousdale,0,0,0,2020-03-25T15:58:59.000Z
925,Tennessee,Fentress,0,0,0,2020-03-25T15:58:59.000Z
1263,Tennessee,Hickman,0,0,0,2020-03-25T15:58:59.000Z
1602,Tennessee,Lauderdale,0,0,0,2020-03-25T15:58:59.000Z
922,Tennessee,Fayette,2,0,0,2020-03-25T15:58:59.000Z
2580,Tennessee,Sevier,2,0,0,2020-03-25T15:58:59.000Z
2577,Tennessee,Sequatchie,0,0,0,2020-03-25T15:58:59.000Z
1617,Tennessee,Lawrence,0,0,0,2020-03-25T15:58:59.000Z
62,Tennessee,Anderson,1,0,0,2020-03-25T15:58:59.000Z
1651,Tennessee,Lewis,0,0,0,2020-03-25T15:58:59.000Z
1256,Tennessee,Henry,0,0,0,2020-03-25T15:58:59.000Z
1302,Tennessee,Houston,1,0,0,2020-03-25T15:58:59.000Z
2310,Tennessee,Polk,0,0,0,2020-03-25T15:58:59.000Z
1573,Tennessee,Lake,0,0,0,2020-03-25T15:58:59.000Z
2563,Tennessee,Scott,1,0,0,2020-03-25T15:58:59.000Z
976,Tennessee,Franklin,1,0,0,2020-03-25T15:58:59.000Z
1242,Tennessee,Henderson,0,0,0,2020-03-25T15:58:59.000Z
1683,Tennessee,Lincoln,1,0,0,2020-03-25T15:58:59.000Z
2599,Tennessee,Shelby,170,0,0,2020-03-25T15:58:59.000Z
835,Tennessee,Dyer,2,0,0,2020-03-25T15:58:59.000Z
2871,Tennessee,Unassigned,38,0,0,2020-03-25T15:58:59.000Z
2874,Tennessee,Unicoi,0,0,0,2020-03-25T15:58:59.000Z
1718,Tennessee,Loudon,2,0,0,2020-03-25T15:58:59.000Z
671,Tennessee,Crockett,0,0,0,2020-03-25T15:58:59.000Z
2261,Tennessee,Pickett,0,0,0,2020-03-25T15:58:59.000Z
1322,Tennessee,Humphreys,0,0,0,2020-03-25T15:58:59.000Z
783,Tennessee,Dickson,5,0,0,2020-03-25T15:58:59.000Z
2892,Tennessee,Union,0,0,0,2020-03-25T15:58:59.000Z
1074,Tennessee,Grainger,0,0,0,2020-03-25T15:58:59.000Z
1843,Tennessee,Maury,6,0,0,2020-03-25T15:58:59.000Z
3094,Tennessee,Wilson,7,0,0,2020-03-25T15:58:59.000Z
1140,Tennessee,Grundy,1,0,0,2020-03-25T15:58:59.000Z
553,Tennessee,Clay,0,0,0,2020-03-25T15:58:59.000Z
1198,Tennessee,Hardin,1,0,0,2020-03-25T15:58:59.000Z
1872,Tennessee,McMinn,2,0,0,2020-03-25T15:58:59.000Z
1192,Tennessee,Hardeman,0,0,0,2020-03-25T15:58:59.000Z
515,Tennessee,Claiborne,1,0,0,2020-03-25T15:58:59.000Z
1993,Tennessee,Montgomery,6,0,0,2020-03-25T15:58:59.000Z
484,Tennessee,Chester,1,0,0,2020-03-25T15:58:59.000Z
2728,Tennessee,Sullivan,2,0,0,2020-03-25T15:58:59.000Z
2001,Tennessee,Moore,0,0,0,2020-03-25T15:58:59.000Z
3064,Tennessee,White,0,0,0,2020-03-25T15:58:59.000Z
466,Tennessee,Cheatham,5,0,0,2020-03-25T15:58:59.000Z
2013,Tennessee,Morgan,0,0,0,2020-03-25T15:58:59.000Z
1421,Tennessee,Jefferson,4,0,0,2020-03-25T15:58:59.000Z
2999,Tennessee,Washington,7,0,0,2020-03-25T15:58:59.000Z
2448,Tennessee,Robertson,12,0,0,2020-03-25T15:58:59.000Z
2415,Tennessee,Rhea,0,0,0,2020-03-25T15:58:59.000Z
412,Tennessee,Carter,0,0,0,2020-03-25T15:58:59.000Z
2441,Tennessee,Roane,1,0,0,2020-03-25T15:58:59.000Z
1159,Tennessee,Hamblen,2,0,0,2020-03-25T15:58:59.000Z
404,Tennessee,Carroll,3,0,0,2020-03-25T15:58:59.000Z
380,Tennessee,Cannon,0,0,0,2020-03-25T15:58:59.000Z
375,Tennessee,Campbell,2,0,0,2020-03-25T15:58:59.000Z
2111,Tennessee,Obion,0,0,0,2020-03-25T15:58:59.000Z
1447,Tennessee,Johnson,0,0,0,2020-03-25T15:58:59.000Z
1168,Tennessee,Hamilton,15,0,0,2020-03-25T15:58:59.000Z
3026,Tennessee,Wayne,0,0,0,2020-03-25T15:58:59.000Z
3030,Tennessee,Weakley,0,0,0,2020-03-25T15:58:59.000Z
2735,Tennessee,Sumner,34,0,0,2020-03-25T15:58:59.000Z
2966,Tennessee,Warren,0,0,0,2020-03-25T15:58:59.000Z
1384,Tennessee,Jackson,0,0,0,2020-03-25T15:58:59.000Z
259,Tennessee,Bradley,2,0,0,2020-03-25T15:58:59.000Z
1889,Tennessee,Meigs,0,0,0,2020-03-25T15:58:59.000Z
1874,Tennessee,McNairy,0,0,0,2020-03-25T15:58:59.000Z
3090,Tennessee,Williamson,64,0,0,2020-03-25T15:58:59.000Z
2182,Tennessee,Overton,1,0,0,2020-03-25T15:58:59.000Z
2486,Tennessee,Rutherford,13,0,0,2020-03-25T15:58:59.000Z
1123,Tennessee,Greene,5,0,0,2020-03-25T15:58:59.000Z
220,Tennessee,Bledsoe,0,0,0,2020-03-25T15:58:59.000Z
2631,Tennessee,Smith,0,0,0,2020-03-25T15:58:59.000Z
222,Tennessee,Blount,3,0,0,2020-03-25T15:58:59.000Z
1971,Tennessee,Monroe,2,0,0,2020-03-25T15:58:59.000Z
589,Tennessee,Coffee,0,0,0,2020-03-25T15:58:59.000Z
584,Tennessee,Cocke,1,0,0,2020-03-25T15:58:59.000Z
2179,Tennessee,Out of TN,95,0,0,2020-03-25T15:58:59.000Z
1193,Texas,Hardeman,0,0,0,2020-03-25T15:58:59.000Z
1158,Texas,Hall,0,0,0,2020-03-25T15:58:59.000Z
2824,Texas,Travis,98,0,0,2020-03-25T15:58:59.000Z
1051,Texas,Glasscock,0,0,0,2020-03-25T15:58:59.000Z
1005,Texas,Gaines,1,0,0,2020-03-25T15:58:59.000Z
944,Texas,Foard,0,0,0,2020-03-25T15:58:59.000Z
941,Texas,Floyd,0,0,0,2020-03-25T15:58:59.000Z
1212,Texas,Harris,134,0,1,2020-03-25T15:58:59.000Z
1059,Texas,Goliad,0,0,0,2020-03-25T15:58:59.000Z
1219,Texas,Harrison,0,0,0,2020-03-25T15:58:59.000Z
2785,Texas,Terry,1,0,0,2020-03-25T15:58:59.000Z
2700,Texas,Sterling,0,0,0,2020-03-25T15:58:59.000Z
2754,Texas,Swisher,0,0,0,2020-03-25T15:58:59.000Z
1225,Texas,Hartley,0,0,0,2020-03-25T15:58:59.000Z
2698,Texas,Stephens,0,0,0,2020-03-25T15:58:59.000Z
2773,Texas,Taylor,0,0,0,2020-03-25T15:58:59.000Z
2714,Texas,Stonewall,0,0,0,2020-03-25T15:58:59.000Z
1169,Texas,Hamilton,0,0,0,2020-03-25T15:58:59.000Z
2784,Texas,Terrell,0,0,0,2020-03-25T15:58:59.000Z
2832,Texas,Trinity,0,0,0,2020-03-25T15:58:59.000Z
1060,Texas,Gonzales,0,0,0,2020-03-25T15:58:59.000Z
2748,Texas,Sutton,0,0,0,2020-03-25T15:58:59.000Z
1153,Texas,Hale,1,0,0,2020-03-25T15:58:59.000Z
1243,Texas,Henderson,0,0,0,2020-03-25T15:58:59.000Z
2808,Texas,Titus,0,0,0,2020-03-25T15:58:59.000Z
1132,Texas,Gregg,1,0,0,2020-03-25T15:58:59.000Z
1199,Texas,Hardin,2,0,0,2020-03-25T15:58:59.000Z
2342,Texas,Presidio,0,0,0,2020-03-25T15:58:59.000Z
986,Texas,Freestone,0,0,0,2020-03-25T15:58:59.000Z
1142,Texas,Guadalupe,4,0,0,2020-03-25T15:58:59.000Z
1233,Texas,Hays,9,0,0,2020-03-25T15:58:59.000Z
1188,Texas,Hansford,0,0,0,2020-03-25T15:58:59.000Z
2766,Texas,Tarrant,71,0,1,2020-03-25T15:58:59.000Z
2813,Texas,Tom Green,1,0,0,2020-03-25T15:58:59.000Z
992,Texas,Frio,0,0,0,2020-03-25T15:58:59.000Z
977,Texas,Franklin,0,0,0,2020-03-25T15:58:59.000Z
2795,Texas,Throckmorton,0,0,0,2020-03-25T15:58:59.000Z
1237,Texas,Hemphill,0,0,0,2020-03-25T15:58:59.000Z
1103,Texas,Grayson,2,0,0,2020-03-25T15:58:59.000Z
1023,Texas,Garza,0,0,0,2020-03-25T15:58:59.000Z
1229,Texas,Haskell,0,0,0,2020-03-25T15:58:59.000Z
1100,Texas,Gray,0,0,0,2020-03-25T15:58:59.000Z
1042,Texas,Gillespie,0,0,0,2020-03-25T15:58:59.000Z
953,Texas,Fort Bend,46,0,0,2020-03-25T15:58:59.000Z
1011,Texas,Galveston,22,0,0,2020-03-25T15:58:59.000Z
733,Texas,Dawson,0,0,0,2020-03-25T15:58:59.000Z
923,Texas,Fayette,1,0,0,2020-03-25T15:58:59.000Z
240,Texas,Bosque,0,0,0,2020-03-25T15:58:59.000Z
248,Texas,Bowie,1,0,0,2020-03-25T15:58:59.000Z
3075,Texas,Wilbarger,0,0,0,2020-03-25T15:58:59.000Z
3073,Texas,Wichita,8,0,0,2020-03-25T15:58:59.000Z
263,Texas,Brazoria,28,0,0,2020-03-25T15:58:59.000Z
264,Texas,Brazos,16,0,0,2020-03-25T15:58:59.000Z
269,Texas,Brewster,0,0,0,2020-03-25T15:58:59.000Z
270,Texas,Briscoe,0,0,0,2020-03-25T15:58:59.000Z
280,Texas,Brooks,0,0,0,2020-03-25T15:58:59.000Z
291,Texas,Brown,2,0,0,2020-03-25T15:58:59.000Z
3059,Texas,Wheeler,0,0,0,2020-03-25T15:58:59.000Z
3053,Texas,Wharton,3,0,0,2020-03-25T15:58:59.000Z
317,Texas,Burleson,0,0,0,2020-03-25T15:58:59.000Z
319,Texas,Burnet,1,0,0,2020-03-25T15:58:59.000Z
345,Texas,Caldwell,0,0,0,2020-03-25T15:58:59.000Z
356,Texas,Calhoun,0,0,0,2020-03-25T15:58:59.000Z
358,Texas,Callahan,0,0,0,2020-03-25T15:58:59.000Z
3031,Texas,Webb,5,0,0,2020-03-25T15:58:59.000Z
371,Texas,Cameron,6,0,0,2020-03-25T15:58:59.000Z
372,Texas,Camp,0,0,0,2020-03-25T15:58:59.000Z
406,Texas,Carson,0,0,0,2020-03-25T15:58:59.000Z
239,Texas,Borden,0,0,0,2020-03-25T15:58:59.000Z
3084,Texas,Willacy,0,0,0,2020-03-25T15:58:59.000Z
217,Texas,Blanco,1,0,0,2020-03-25T15:58:59.000Z
3091,Texas,Williamson,14,0,0,2020-03-25T15:58:59.000Z
3164,Texas,Zapata,0,0,0,2020-03-25T15:58:59.000Z
3159,Texas,Young,1,0,0,2020-03-25T15:58:59.000Z
3152,Texas,Yoakum,0,0,0,2020-03-25T15:58:59.000Z
63,Texas,Anderson,0,0,0,2020-03-25T15:58:59.000Z
65,Texas,Andrews,0,0,0,2020-03-25T15:58:59.000Z
67,Texas,Angelina,0,0,0,2020-03-25T15:58:59.000Z
77,Texas,Aransas,0,0,0,2020-03-25T15:58:59.000Z
79,Texas,Archer,0,0,0,2020-03-25T15:58:59.000Z
85,Texas,Armstrong,0,0,0,2020-03-25T15:58:59.000Z
96,Texas,Atascosa,2,0,0,2020-03-25T15:58:59.000Z
425,Texas,Cass,1,0,0,2020-03-25T15:58:59.000Z
109,Texas,Austin,0,0,0,2020-03-25T15:58:59.000Z
125,Texas,Bandera,0,0,0,2020-03-25T15:58:59.000Z
145,Texas,Bastrop,1,0,0,2020-03-25T15:58:59.000Z
153,Texas,Baylor,0,0,0,2020-03-25T15:58:59.000Z
3114,Texas,Wood,0,0,0,2020-03-25T15:58:59.000Z
3110,Texas,Wise,0,0,0,2020-03-25T15:58:59.000Z
168,Texas,Bee,0,0,0,2020-03-25T15:58:59.000Z
171,Texas,Bell,18,0,0,2020-03-25T15:58:59.000Z
3100,Texas,Winkler,0,0,0,2020-03-25T15:58:59.000Z
3095,Texas,Wilson,1,0,0,2020-03-25T15:58:59.000Z
200,Texas,Bexar,69,0,2,2020-03-25T15:58:59.000Z
115,Texas,Bailey,0,0,0,2020-03-25T15:58:59.000Z
427,Texas,Castro,2,0,0,2020-03-25T15:58:59.000Z
444,Texas,Chambers,1,0,0,2020-03-25T15:58:59.000Z
3000,Texas,Washington,0,0,0,2020-03-25T15:58:59.000Z
1266,Texas,Hidalgo,5,0,0,2020-03-25T15:58:59.000Z
746,Texas,DeWitt,2,0,0,2020-03-25T15:58:59.000Z
747,Texas,Deaf Smith,1,0,0,2020-03-25T15:58:59.000Z
765,Texas,Delta,0,0,0,2020-03-25T15:58:59.000Z
768,Texas,Denton,51,0,0,2020-03-25T15:58:59.000Z
2899,Texas,Val Verde,0,0,0,2020-03-25T15:58:59.000Z
2898,Texas,Uvalde,0,0,0,2020-03-25T15:58:59.000Z
2896,Texas,Upton,0,0,0,2020-03-25T15:58:59.000Z
2893,Texas,Upshur,0,0,0,2020-03-25T15:58:59.000Z
777,Texas,Dickens,0,0,0,2020-03-25T15:58:59.000Z
2910,Texas,Van Zandt,1,0,0,2020-03-25T15:58:59.000Z
786,Texas,Dimmit,0,0,0,2020-03-25T15:58:59.000Z
834,Texas,Duval,0,0,0,2020-03-25T15:58:59.000Z
841,Texas,Eastland,1,0,0,2020-03-25T15:58:59.000Z
845,Texas,Ector,0,0,0,2020-03-25T15:58:59.000Z
855,Texas,Edwards,0,0,0,2020-03-25T15:58:59.000Z
860,Texas,El Paso,16,0,0,2020-03-25T15:58:59.000Z
871,Texas,Ellis,7,0,0,2020-03-25T15:58:59.000Z
881,Texas,Erath,1,0,0,2020-03-25T15:58:59.000Z
2849,Texas,Tyler,0,0,0,2020-03-25T15:58:59.000Z
906,Texas,Falls,1,0,0,2020-03-25T15:58:59.000Z
909,Texas,Fannin,1,0,0,2020-03-25T15:58:59.000Z
800,Texas,Donley,0,0,0,2020-03-25T15:58:59.000Z
931,Texas,Fisher,0,0,0,2020-03-25T15:58:59.000Z
712,Texas,Dallas,169,0,5,2020-03-25T15:58:59.000Z
2921,Texas,Victoria,3,0,0,2020-03-25T15:58:59.000Z
478,Texas,Cherokee,0,0,0,2020-03-25T15:58:59.000Z
493,Texas,Childress,0,0,0,2020-03-25T15:58:59.000Z
554,Texas,Clay,0,0,0,2020-03-25T15:58:59.000Z
583,Texas,Cochran,0,0,0,2020-03-25T15:58:59.000Z
591,Texas,Coke,0,0,0,2020-03-25T15:58:59.000Z
594,Texas,Coleman,0,0,0,2020-03-25T15:58:59.000Z
600,Texas,Collin,53,0,1,2020-03-25T15:58:59.000Z
601,Texas,Collingsworth,0,0,0,2020-03-25T15:58:59.000Z
603,Texas,Colorado,0,0,0,2020-03-25T15:58:59.000Z
2952,Texas,Ward,0,0,0,2020-03-25T15:58:59.000Z
707,Texas,Dallam,0,0,0,2020-03-25T15:58:59.000Z
616,Texas,Comal,5,0,0,2020-03-25T15:58:59.000Z
620,Texas,Concho,0,0,0,2020-03-25T15:58:59.000Z
630,Texas,Cooke,0,0,0,2020-03-25T15:58:59.000Z
638,Texas,Coryell,1,0,0,2020-03-25T15:58:59.000Z
2942,Texas,Waller,1,0,0,2020-03-25T15:58:59.000Z
641,Texas,Cottle,0,0,0,2020-03-25T15:58:59.000Z
2939,Texas,Walker,1,0,0,2020-03-25T15:58:59.000Z
653,Texas,Crane,1,0,0,2020-03-25T15:58:59.000Z
672,Texas,Crockett,0,0,0,2020-03-25T15:58:59.000Z
675,Texas,Crosby,0,0,0,2020-03-25T15:58:59.000Z
679,Texas,Culberson,0,0,0,2020-03-25T15:58:59.000Z
619,Texas,Comanche,0,0,0,2020-03-25T15:58:59.000Z
1271,Texas,Hill,0,0,0,2020-03-25T15:58:59.000Z
1136,Texas,Grimes,2,0,0,2020-03-25T15:58:59.000Z
1288,Texas,Hood,0,0,0,2020-03-25T15:58:59.000Z
1739,Texas,Lynn,0,0,0,2020-03-25T15:58:59.000Z
1773,Texas,Madison,0,0,0,2020-03-25T15:58:59.000Z
1807,Texas,Marion,0,0,0,2020-03-25T15:58:59.000Z
2521,Texas,San Saba,0,0,0,2020-03-25T15:58:59.000Z
1505,Texas,King,0,0,0,2020-03-25T15:58:59.000Z
1504,Texas,Kimble,0,0,0,2020-03-25T15:58:59.000Z
1496,Texas,Kerr,0,0,0,2020-03-25T15:58:59.000Z
2520,Texas,San Patricio,0,0,0,2020-03-25T15:58:59.000Z
1830,Texas,Martin,0,0,0,2020-03-25T15:58:59.000Z
1492,Texas,Kent,0,0,0,2020-03-25T15:58:59.000Z
2400,Texas,Reagan,0,0,0,2020-03-25T15:58:59.000Z
1835,Texas,Mason,0,0,0,2020-03-25T15:58:59.000Z
1515,Texas,Kinney,0,0,0,2020-03-25T15:58:59.000Z
2401,Texas,Real,0,0,0,2020-03-25T15:58:59.000Z
1839,Texas,Matagorda,6,0,1,2020-03-25T15:58:59.000Z
1844,Texas,Maverick,1,0,0,2020-03-25T15:58:59.000Z
1485,Texas,Kenedy,0,0,0,2020-03-25T15:58:59.000Z
1279,Texas,Hockley,5,0,0,2020-03-25T15:58:59.000Z
2505,Texas,San Augustine,0,0,0,2020-03-25T15:58:59.000Z
1852,Texas,McCulloch,0,0,0,2020-03-25T15:58:59.000Z
1476,Texas,Kaufman,2,0,0,2020-03-25T15:58:59.000Z
1870,Texas,McLennan,24,0,0,2020-03-25T15:58:59.000Z
1873,Texas,McMullen,0,0,0,2020-03-25T15:58:59.000Z
1474,Texas,Karnes,0,0,0,2020-03-25T15:58:59.000Z
2632,Texas,Smith,14,0,0,2020-03-25T15:58:59.000Z
1886,Texas,Medina,1,0,0,2020-03-25T15:58:59.000Z
2510,Texas,San Jacinto,0,0,0,2020-03-25T15:58:59.000Z
2404,Texas,Red River,0,0,0,2020-03-25T15:58:59.000Z
2543,Texas,Schleicher,0,0,0,2020-03-25T15:58:59.000Z
1728,Texas,Lubbock,13,0,0,2020-03-25T15:58:59.000Z
1606,Texas,Lavaca,1,0,0,2020-03-25T15:58:59.000Z
1634,Texas,Lee,0,0,0,2020-03-25T15:58:59.000Z
1643,Texas,Leon,0,0,0,2020-03-25T15:58:59.000Z
2379,Texas,Rains,0,0,0,2020-03-25T15:58:59.000Z
3165,Texas,Zavala,0,0,0,2020-03-25T15:58:59.000Z
2218,Texas,Pecos,0,0,0,2020-03-25T15:58:59.000Z
1582,Texas,Lampasas,0,0,0,2020-03-25T15:58:59.000Z
2567,Texas,Scurry,0,0,0,2020-03-25T15:58:59.000Z
2204,Texas,Parmer,0,0,0,2020-03-25T15:58:59.000Z
1580,Texas,Lamb,0,0,0,2020-03-25T15:58:59.000Z
1660,Texas,Liberty,1,0,0,2020-03-25T15:58:59.000Z
1579,Texas,Lamar,1,0,0,2020-03-25T15:58:59.000Z
2611,Texas,Sherman,0,0,0,2020-03-25T15:58:59.000Z
1663,Texas,Limestone,1,0,0,2020-03-25T15:58:59.000Z
2077,Texas,Newton,0,0,0,2020-03-25T15:58:59.000Z
2384,Texas,Randall,2,0,0,2020-03-25T15:58:59.000Z
2203,Texas,Parker,1,0,0,2020-03-25T15:58:59.000Z
1692,Texas,Lipscomb,0,0,0,2020-03-25T15:58:59.000Z
1695,Texas,Live Oak,0,0,0,2020-03-25T15:58:59.000Z
1545,Texas,La Salle,0,0,0,2020-03-25T15:58:59.000Z
1702,Texas,Llano,1,0,0,2020-03-25T15:58:59.000Z
1535,Texas,Knox,0,0,0,2020-03-25T15:58:59.000Z
1524,Texas,Kleberg,0,0,0,2020-03-25T15:58:59.000Z
2198,Texas,Panola,0,0,0,2020-03-25T15:58:59.000Z
1724,Texas,Loving,0,0,0,2020-03-25T15:58:59.000Z
2195,Texas,Palo Pinto,0,0,0,2020-03-25T15:58:59.000Z
2600,Texas,Shelby,0,0,0,2020-03-25T15:58:59.000Z
2489,Texas,Sabine,0,0,0,2020-03-25T15:58:59.000Z
1484,Texas,Kendall,1,0,0,2020-03-25T15:58:59.000Z
1974,Texas,Montague,0,0,0,2020-03-25T15:58:59.000Z
1422,Texas,Jefferson,6,0,0,2020-03-25T15:58:59.000Z
1399,Texas,Jeff Davis,0,0,0,2020-03-25T15:58:59.000Z
1396,Texas,Jasper,0,0,0,2020-03-25T15:58:59.000Z
2107,Texas,Nueces,10,0,0,2020-03-25T15:58:59.000Z
2311,Texas,Polk,0,0,0,2020-03-25T15:58:59.000Z
2462,Texas,Rockwall,0,0,0,2020-03-25T15:58:59.000Z
1385,Texas,Jackson,0,0,0,2020-03-25T15:58:59.000Z
1363,Texas,Jack,0,0,0,2020-03-25T15:58:59.000Z
1994,Texas,Montgomery,23,0,0,2020-03-25T15:58:59.000Z
2002,Texas,Moore,0,0,0,2020-03-25T15:58:59.000Z
2449,Texas,Robertson,1,0,0,2020-03-25T15:58:59.000Z
2019,Texas,Morris,1,0,0,2020-03-25T15:58:59.000Z
1348,Texas,Irion,0,0,0,2020-03-25T15:58:59.000Z
2446,Texas,Roberts,0,0,0,2020-03-25T15:58:59.000Z
1330,Texas,Hutchinson,0,0,0,2020-03-25T15:58:59.000Z
1323,Texas,Hunt,1,0,0,2020-03-25T15:58:59.000Z
2025,Texas,Motley,0,0,0,2020-03-25T15:58:59.000Z
1314,Texas,Hudspeth,0,0,0,2020-03-25T15:58:59.000Z
1310,Texas,Howard,0,0,0,2020-03-25T15:58:59.000Z
1303,Texas,Houston,0,0,0,2020-03-25T15:58:59.000Z
2040,Texas,Nacogdoches,0,0,0,2020-03-25T15:58:59.000Z
2089,Texas,Nolan,0,0,0,2020-03-25T15:58:59.000Z
1294,Texas,Hopkins,1,0,0,2020-03-25T15:58:59.000Z
2050,Texas,Navarro,0,0,0,2020-03-25T15:58:59.000Z
2690,Texas,Starr,0,0,0,2020-03-25T15:58:59.000Z
2114,Texas,Ochiltree,0,0,0,2020-03-25T15:58:59.000Z
1947,Texas,Mitchell,0,0,0,2020-03-25T15:58:59.000Z
2584,Texas,Shackelford,0,0,0,2020-03-25T15:58:59.000Z
1436,Texas,Jim Wells,0,0,0,2020-03-25T15:58:59.000Z
2479,Texas,Rusk,2,0,0,2020-03-25T15:58:59.000Z
2408,Texas,Refugio,0,0,0,2020-03-25T15:58:59.000Z
1448,Texas,Johnson,3,0,0,2020-03-25T15:58:59.000Z
1435,Texas,Jim Hogg,0,0,0,2020-03-25T15:58:59.000Z
2330,Texas,Potter,3,0,0,2020-03-25T15:58:59.000Z
1920,Texas,Midland,3,0,1,2020-03-25T15:58:59.000Z
1922,Texas,Milam,2,0,0,2020-03-25T15:58:59.000Z
2476,Texas,Runnels,0,0,0,2020-03-25T15:58:59.000Z
1892,Texas,Menard,0,0,0,2020-03-25T15:58:59.000Z
2642,Texas,Somervell,0,0,0,2020-03-25T15:58:59.000Z
2407,Texas,Reeves,0,0,0,2020-03-25T15:58:59.000Z
1457,Texas,Jones,0,0,0,2020-03-25T15:58:59.000Z
2133,Texas,Oldham,1,0,1,2020-03-25T15:58:59.000Z
1929,Texas,Mills,0,0,0,2020-03-25T15:58:59.000Z
2148,Texas,Orange,1,0,0,2020-03-25T15:58:59.000Z
2815,Utah,Tooele,2,0,0,2020-03-25T15:58:59.000Z
2581,Utah,Sevier,0,0,0,2020-03-25T15:58:59.000Z
251,Utah,Box Elder,1,0,0,2020-03-25T15:58:59.000Z
3032,Utah,Weber,9,0,0,2020-03-25T15:58:59.000Z
336,Utah,Cache,3,0,0,2020-03-25T15:58:59.000Z
1471,Utah,Kane,0,0,0,2020-03-25T15:58:59.000Z
3027,Utah,Wayne,0,0,0,2020-03-25T15:58:59.000Z
876,Utah,Emery,0,0,0,2020-03-25T15:58:59.000Z
1459,Utah,Juab,0,0,0,2020-03-25T15:58:59.000Z
161,Utah,Beaver,0,0,0,2020-03-25T15:58:59.000Z
2502,Utah,Salt Lake,124,0,0,2020-03-25T15:58:59.000Z
2853,Utah,Uintah,0,0,0,2020-03-25T15:58:59.000Z
386,Utah,Carbon,0,0,0,2020-03-25T15:58:59.000Z
1351,Utah,Iron,0,0,0,2020-03-25T15:58:59.000Z
2969,Utah,Wasatch,15,0,0,2020-03-25T15:58:59.000Z
3001,Utah,Washington,5,0,0,2020-03-25T15:58:59.000Z
2287,Utah,Piute,0,0,0,2020-03-25T15:58:59.000Z
1076,Utah,Grand,0,0,0,2020-03-25T15:58:59.000Z
727,Utah,Davis,31,0,1,2020-03-25T15:58:59.000Z
2514,Utah,San Juan,0,0,0,2020-03-25T15:58:59.000Z
2528,Utah,Sanpete,0,0,0,2020-03-25T15:58:59.000Z
2180,Utah,Out of UT,13,0,0,2020-03-25T15:58:59.000Z
2897,Utah,Utah,13,0,0,2020-03-25T15:58:59.000Z
2418,Utah,Rich,0,0,0,2020-03-25T15:58:59.000Z
1923,Utah,Millard,0,0,0,2020-03-25T15:58:59.000Z
703,Utah,Daggett,0,0,0,2020-03-25T15:58:59.000Z
1017,Utah,Garfield,0,0,0,2020-03-25T15:58:59.000Z
2014,Utah,Morgan,0,0,0,2020-03-25T15:58:59.000Z
823,Utah,Duchesne,0,0,0,2020-03-25T15:58:59.000Z
2733,Utah,Summit,82,0,0,2020-03-25T15:58:59.000Z
891,Vermont,Essex,0,0,0,2020-03-25T15:58:59.000Z
3002,Vermont,Washington,3,0,0,2020-03-25T15:58:59.000Z
2149,Vermont,Orange,3,0,0,2020-03-25T15:58:59.000Z
3098,Vermont,Windham,5,0,0,2020-03-25T15:58:59.000Z
2155,Vermont,Orleans,2,0,0,2020-03-25T15:58:59.000Z
