,State,County,Confirmed,Recovered,Deaths,Last_Update
596,Nebraska,Colfax,0,0,0,2020-03-25T15:58:59.000Z
2501,Nebraska,Saline,0,0,0,2020-03-25T15:58:59.000Z
253,Nebraska,Boyd,0,0,0,2020-03-25T15:58:59.000Z
250,Nebraska,Box Butte,0,0,0,2020-03-25T15:58:59.000Z
237,Nebraska,Boone,0,0,0,2020-03-25T15:58:59.000Z
2405,Nebraska,Red Willow,0,0,0,2020-03-25T15:58:59.000Z
214,Nebraska,Blaine,0,0,0,2020-03-25T15:58:59.000Z
2167,Nebraska,Otoe,0,0,0,2020-03-25T15:58:59.000Z
2212,Nebraska,Pawnee,0,0,0,2020-03-25T15:58:59.000Z
2230,Nebraska,Perkins,0,0,0,2020-03-25T15:58:59.000Z
127,Nebraska,Banner,0,0,0,2020-03-25T15:58:59.000Z
2250,Nebraska,Phelps,0,0,0,2020-03-25T15:58:59.000Z
2263,Nebraska,Pierce,0,0,0,2020-03-25T15:58:59.000Z
87,Nebraska,Arthur,0,0,0,2020-03-25T15:58:59.000Z
71,Nebraska,Antelope,0,0,0,2020-03-25T15:58:59.000Z
2291,Nebraska,Platte,0,0,0,2020-03-25T15:58:59.000Z
2307,Nebraska,Polk,0,0,0,2020-03-25T15:58:59.000Z
3155,Nebraska,York,0,0,0,2020-03-25T15:58:59.000Z
14,Nebraska,Adams,1,0,0,2020-03-25T15:58:59.000Z
2419,Nebraska,Richardson,0,0,0,2020-03-25T15:58:59.000Z
2106,Nebraska,Nuckolls,0,0,0,2020-03-25T15:58:59.000Z
288,Nebraska,Brown,0,0,0,2020-03-25T15:58:59.000Z
3057,Nebraska,Wheeler,0,0,0,2020-03-25T15:58:59.000Z
550,Nebraska,Clay,0,0,0,2020-03-25T15:58:59.000Z
1876,Nebraska,McPherson,0,0,0,2020-03-25T15:58:59.000Z
489,Nebraska,Cheyenne,0,0,0,2020-03-25T15:58:59.000Z
1907,Nebraska,Merrick,0,0,0,2020-03-25T15:58:59.000Z
479,Nebraska,Cherry,0,0,0,2020-03-25T15:58:59.000Z
2991,Nebraska,Washington,3,0,0,2020-03-25T15:58:59.000Z
458,Nebraska,Chase,0,0,0,2020-03-25T15:58:59.000Z
439,Nebraska,Cedar,0,0,0,2020-03-25T15:58:59.000Z
1290,Nebraska,Hooker,0,0,0,2020-03-25T15:58:59.000Z
423,Nebraska,Cass,2,0,0,2020-03-25T15:58:59.000Z
2452,Nebraska,Rock,0,0,0,2020-03-25T15:58:59.000Z
2016,Nebraska,Morrill,0,0,0,2020-03-25T15:58:59.000Z
2041,Nebraska,Nance,0,0,0,2020-03-25T15:58:59.000Z
3039,Nebraska,Webster,0,0,0,2020-03-25T15:58:59.000Z
2055,Nebraska,Nemaha,1,0,0,2020-03-25T15:58:59.000Z
327,Nebraska,Butler,0,0,0,2020-03-25T15:58:59.000Z
321,Nebraska,Burt,0,0,0,2020-03-25T15:58:59.000Z
305,Nebraska,Buffalo,2,0,0,2020-03-25T15:58:59.000Z
3021,Nebraska,Wayne,0,0,0,2020-03-25T15:58:59.000Z
1722,Nebraska,Loup,0,0,0,2020-03-25T15:58:59.000Z
1583,Nebraska,Lancaster,3,0,0,2020-03-25T15:58:59.000Z
1015,Nebraska,Garfield,0,0,0,2020-03-25T15:58:59.000Z
971,Nebraska,Franklin,0,0,0,2020-03-25T15:58:59.000Z
2904,Nebraska,Valley,0,0,0,2020-03-25T15:58:59.000Z
1232,Nebraska,Hayes,0,0,0,2020-03-25T15:58:59.000Z
929,Nebraska,Fillmore,0,0,0,2020-03-25T15:58:59.000Z
1066,Nebraska,Gosper,0,0,0,2020-03-25T15:58:59.000Z
2685,Nebraska,Stanton,0,0,0,2020-03-25T15:58:59.000Z
1415,Nebraska,Jefferson,0,0,0,2020-03-25T15:58:59.000Z
2796,Nebraska,Thurston,0,0,0,2020-03-25T15:58:59.000Z
1478,Nebraska,Kearney,0,0,0,2020-03-25T15:58:59.000Z
2583,Nebraska,Seward,0,0,0,2020-03-25T15:58:59.000Z
1165,Nebraska,Hamilton,0,0,0,2020-03-25T15:58:59.000Z
2605,Nebraska,Sheridan,0,0,0,2020-03-25T15:58:59.000Z
1676,Nebraska,Lincoln,3,0,0,2020-03-25T15:58:59.000Z
1277,Nebraska,Hitchcock,0,0,0,2020-03-25T15:58:59.000Z
1157,Nebraska,Hall,0,0,0,2020-03-25T15:58:59.000Z
1309,Nebraska,Howard,0,0,0,2020-03-25T15:58:59.000Z
2794,Nebraska,Thomas,0,0,0,2020-03-25T15:58:59.000Z
1205,Nebraska,Harlan,0,0,0,2020-03-25T15:58:59.000Z
2791,Nebraska,Thayer,0,0,0,2020-03-25T15:58:59.000Z
2565,Nebraska,Scotts Bluff,0,0,0,2020-03-25T15:58:59.000Z
791,Nebraska,Dixon,0,0,0,2020-03-25T15:58:59.000Z
826,Nebraska,Dundy,0,0,0,2020-03-25T15:58:59.000Z
795,Nebraska,Dodge,0,0,0,2020-03-25T15:58:59.000Z
812,Nebraska,Douglas,43,0,0,2020-03-25T15:58:59.000Z
773,Nebraska,Deuel,0,0,0,2020-03-25T15:58:59.000Z
1532,Nebraska,Knox,2,0,0,2020-03-25T15:58:59.000Z
1480,Nebraska,Keith,0,0,0,2020-03-25T15:58:59.000Z
2621,Nebraska,Sioux,0,0,0,2020-03-25T15:58:59.000Z
1503,Nebraska,Kimball,0,0,0,2020-03-25T15:58:59.000Z
1004,Nebraska,Gage,1,0,0,2020-03-25T15:58:59.000Z
1002,Nebraska,Furnas,0,0,0,2020-03-25T15:58:59.000Z
993,Nebraska,Frontier,0,0,0,2020-03-25T15:58:59.000Z
729,Nebraska,Dawes,0,0,0,2020-03-25T15:58:59.000Z
1708,Nebraska,Logan,0,0,0,2020-03-25T15:58:59.000Z
1501,Nebraska,Keya Paha,0,0,0,2020-03-25T15:58:59.000Z
732,Nebraska,Dawson,0,0,0,2020-03-25T15:58:59.000Z
1106,Nebraska,Greeley,0,0,0,2020-03-25T15:58:59.000Z
2609,Nebraska,Sherman,0,0,0,2020-03-25T15:58:59.000Z
1286,Nebraska,Holt,0,0,0,2020-03-25T15:58:59.000Z
1087,Nebraska,Grant,0,0,0,2020-03-25T15:58:59.000Z
1446,Nebraska,Johnson,0,0,0,2020-03-25T15:58:59.000Z
1012,Nebraska,Garden,0,0,0,2020-03-25T15:58:59.000Z
1677,Nevada,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
866,Nevada,Elko,0,0,0,2020-03-25T15:58:59.000Z
867,Nevada,Elko County,2,0,0,2020-03-25T15:58:59.000Z
508,Nevada,Churchill,0,0,0,2020-03-25T15:58:59.000Z
2867,Nevada,Unassigned,51,0,0,2020-03-25T15:58:59.000Z
2108,Nevada,Nye,1,0,0,2020-03-25T15:58:59.000Z
527,Nevada,Clark,213,0,6,2020-03-25T15:58:59.000Z
1320,Nevada,Humboldt,0,0,0,2020-03-25T15:58:59.000Z
2243,Nevada,Pershing,0,0,0,2020-03-25T15:58:59.000Z
813,Nevada,Douglas,2,0,0,2020-03-25T15:58:59.000Z
3065,Nevada,White Pine,0,0,0,2020-03-25T15:58:59.000Z
887,Nevada,Esmeralda,0,0,0,2020-03-25T15:58:59.000Z
1744,Nevada,Lyon,0,0,0,2020-03-25T15:58:59.000Z
3006,Nevada,Washoe,50,0,0,2020-03-25T15:58:59.000Z
407,Nevada,Carson City,2,0,0,2020-03-25T15:58:59.000Z
1934,Nevada,Mineral,0,0,0,2020-03-25T15:58:59.000Z
895,Nevada,Eureka,0,0,0,2020-03-25T15:58:59.000Z
1587,Nevada,Lander,0,0,0,2020-03-25T15:58:59.000Z
2715,Nevada,Storey,0,0,0,2020-03-25T15:58:59.000Z
1273,New Hampshire,Hillsborough,20,0,1,2020-03-25T15:58:59.000Z
632,New Hampshire,Coos,0,0,0,2020-03-25T15:58:59.000Z
481,New Hampshire,Cheshire,1,0,0,2020-03-25T15:58:59.000Z
2717,New Hampshire,Strafford,5,0,0,2020-03-25T15:58:59.000Z
169,New Hampshire,Belknap,7,0,0,2020-03-25T15:58:59.000Z
2725,New Hampshire,Sullivan,1,0,0,2020-03-25T15:58:59.000Z
1070,New Hampshire,Grafton,21,0,0,2020-03-25T15:58:59.000Z
1908,New Hampshire,Merrimack,4,0,0,2020-03-25T15:58:59.000Z
402,New Hampshire,Carroll,7,0,0,2020-03-25T15:58:59.000Z
2458,New Hampshire,Rockingham,42,0,0,2020-03-25T15:58:59.000Z
2207,New Jersey,Passaic,216,0,0,2020-03-25T15:58:59.000Z
685,New Jersey,Cumberland,2,0,0,2020-03-25T15:58:59.000Z
2495,New Jersey,Salem,1,0,0,2020-03-25T15:58:59.000Z
1313,New Jersey,Hudson,234,0,1,2020-03-25T15:58:59.000Z
1324,New Jersey,Hunterdon,25,0,0,2020-03-25T15:58:59.000Z
101,New Jersey,Atlantic,6,0,0,2020-03-25T15:58:59.000Z
2640,New Jersey,Somerset,102,0,1,2020-03-25T15:58:59.000Z
2884,New Jersey,Union,246,0,0,2020-03-25T15:58:59.000Z
383,New Jersey,Cape May,3,0,0,2020-03-25T15:58:59.000Z
318,New Jersey,Burlington,42,0,0,2020-03-25T15:58:59.000Z
2961,New Jersey,Warren,15,0,0,2020-03-25T15:58:59.000Z
2868,New Jersey,Unassigned,645,0,26,2020-03-25T15:58:59.000Z
1053,New Jersey,Gloucester,19,0,0,2020-03-25T15:58:59.000Z
2018,New Jersey,Morris,204,0,1,2020-03-25T15:58:59.000Z
889,New Jersey,Essex,342,0,4,2020-03-25T15:58:59.000Z
367,New Jersey,Camden,51,0,1,2020-03-25T15:58:59.000Z
1917,New Jersey,Middlesex,277,0,0,2020-03-25T15:58:59.000Z
2745,New Jersey,Sussex,18,0,0,2020-03-25T15:58:59.000Z
1953,New Jersey,Monmouth,288,0,3,2020-03-25T15:58:59.000Z
1901,New Jersey,Mercer,58,0,0,2020-03-25T15:58:59.000Z
190,New Jersey,Bergen,701,0,6,2020-03-25T15:58:59.000Z
2112,New Jersey,Ocean,180,0,1,2020-03-25T15:58:59.000Z
2371,New Mexico,Quay,0,0,0,2020-03-25T15:58:59.000Z
2513,New Mexico,San Juan,7,0,0,2020-03-25T15:58:59.000Z
2003,New Mexico,Mora,0,0,0,2020-03-25T15:58:59.000Z
818,New Mexico,Doña Ana,0,0,0,2020-03-25T15:58:59.000Z
2818,New Mexico,Torrance,0,0,0,2020-03-25T15:58:59.000Z
798,New Mexico,Dona Ana,13,0,0,2020-03-25T15:58:59.000Z
465,New Mexico,Chaves,4,0,0,2020-03-25T15:58:59.000Z
2468,New Mexico,Roosevelt,0,0,0,2020-03-25T15:58:59.000Z
432,New Mexico,Catron,0,0,0,2020-03-25T15:58:59.000Z
2636,New Mexico,Socorro,2,0,0,2020-03-25T15:58:59.000Z
1620,New Mexico,Lea,1,0,0,2020-03-25T15:58:59.000Z
2434,New Mexico,Rio Arriba,0,0,0,2020-03-25T15:58:59.000Z
1866,New Mexico,McKinley,3,0,0,2020-03-25T15:58:59.000Z
1200,New Mexico,Harding,0,0,0,2020-03-25T15:58:59.000Z
1141,New Mexico,Guadalupe,0,0,0,2020-03-25T15:58:59.000Z
846,New Mexico,Eddy,0,0,0,2020-03-25T15:58:59.000Z
509,New Mexico,Cibola,1,0,0,2020-03-25T15:58:59.000Z
2765,New Mexico,Taos,3,0,0,2020-03-25T15:58:59.000Z
2616,New Mexico,Sierra,0,0,0,2020-03-25T15:58:59.000Z
1265,New Mexico,Hidalgo,0,0,0,2020-03-25T15:58:59.000Z
195,New Mexico,Bernalillo,43,0,0,2020-03-25T15:58:59.000Z
1088,New Mexico,Grant,0,0,0,2020-03-25T15:58:59.000Z
1678,New Mexico,Lincoln,0,0,0,2020-03-25T15:58:59.000Z
2885,New Mexico,Union,0,0,0,2020-03-25T15:58:59.000Z
2533,New Mexico,Santa Fe,14,0,0,2020-03-25T15:58:59.000Z
2519,New Mexico,San Miguel,1,0,0,2020-03-25T15:58:59.000Z
2901,New Mexico,Valencia,0,0,0,2020-03-25T15:58:59.000Z
1716,New Mexico,Los Alamos,0,0,0,2020-03-25T15:58:59.000Z
692,New Mexico,Curry,1,0,0,2020-03-25T15:58:59.000Z
735,New Mexico,De Baca,0,0,0,2020-03-25T15:58:59.000Z
2524,New Mexico,Sandoval,7,0,0,2020-03-25T15:58:59.000Z
1733,New Mexico,Luna,0,0,0,2020-03-25T15:58:59.000Z
597,New Mexico,Colfax,0,0,0,2020-03-25T15:58:59.000Z
2166,New Mexico,Otero,0,0,0,2020-03-25T15:58:59.000Z
1650,New York,Lewis,0,0,0,2020-03-25T15:58:59.000Z
27,New York,Albany,146,0,0,2020-03-25T15:58:59.000Z
3146,New York,Yates,0,0,0,2020-03-25T15:58:59.000Z
276,New York,Bronx,0,0,0,2020-03-25T15:58:59.000Z
2461,New York,Rockland,671,0,5,2020-03-25T15:58:59.000Z
637,New York,Cortland,3,0,0,2020-03-25T15:58:59.000Z
972,New York,Franklin,0,0,0,2020-03-25T15:58:59.000Z
2169,New York,Otsego,1,0,0,2020-03-25T15:58:59.000Z
433,New York,Cattaraugus,0,0,0,2020-03-25T15:58:59.000Z
2367,New York,Putnam,82,0,0,2020-03-25T15:58:59.000Z
3022,New York,Wayne,6,0,0,2020-03-25T15:58:59.000Z
2137,New York,Oneida,10,0,0,2020-03-25T15:58:59.000Z
470,New York,Chenango,3,0,0,2020-03-25T15:58:59.000Z
469,New York,Chemung,3,0,0,2020-03-25T15:58:59.000Z
1701,New York,Livingston,3,0,0,2020-03-25T15:58:59.000Z
435,New York,Cayuga,2,0,0,2020-03-25T15:58:59.000Z
2854,New York,Ulster,35,0,0,2020-03-25T15:58:59.000Z
1416,New York,Jefferson,2,0,0,2020-03-25T15:58:59.000Z
1968,New York,Monroe,117,0,3,2020-03-25T15:58:59.000Z
1031,New York,Genesee,1,0,0,2020-03-25T15:58:59.000Z
1769,New York,Madison,4,0,1,2020-03-25T15:58:59.000Z
759,New York,Delaware,3,0,0,2020-03-25T15:58:59.000Z
2702,New York,Steuben,8,0,0,2020-03-25T15:58:59.000Z
2373,New York,Queens,0,0,0,2020-03-25T15:58:59.000Z
2139,New York,Onondaga,60,0,1,2020-03-25T15:58:59.000Z
890,New York,Essex,3,0,0,2020-03-25T15:58:59.000Z
1166,New York,Hamilton,2,0,0,2020-03-25T15:58:59.000Z
2536,New York,Saratoga,53,0,0,2020-03-25T15:58:59.000Z
281,New York,Broome,9,0,1,2020-03-25T15:58:59.000Z
464,New York,Chautauqua,2,0,0,2020-03-25T15:58:59.000Z
2146,New York,Orange,498,0,0,2020-03-25T15:58:59.000Z
882,New York,Erie,121,0,0,2020-03-25T15:58:59.000Z
1989,New York,Montgomery,3,0,0,2020-03-25T15:58:59.000Z
1258,New York,Herkimer,4,0,0,2020-03-25T15:58:59.000Z
2992,New York,Washington,3,0,0,2020-03-25T15:58:59.000Z
2141,New York,Ontario,6,0,0,2020-03-25T15:58:59.000Z
2814,New York,Tompkins,18,0,0,2020-03-25T15:58:59.000Z
3047,New York,Westchester,3891,0,1,2020-03-25T15:58:59.000Z
42,New York,Allegany,2,0,0,2020-03-25T15:58:59.000Z
2801,New York,Tioga,1,0,0,2020-03-25T15:58:59.000Z
2726,New York,Sullivan,23,0,0,2020-03-25T15:58:59.000Z
2428,New York,Richmond,0,0,0,2020-03-25T15:58:59.000Z
3135,New York,Wyoming,4,0,1,2020-03-25T15:58:59.000Z
2067,New York,New York City,15597,0,192,2020-03-25T15:58:59.000Z
608,New York,Columbia,18,0,0,2020-03-25T15:58:59.000Z
2542,New York,Schenectady,44,0,0,2020-03-25T15:58:59.000Z
832,New York,Dutchess,124,0,1,2020-03-25T15:58:59.000Z
2154,New York,Orleans,0,0,0,2020-03-25T15:58:59.000Z
1513,New York,Kings,0,0,0,2020-03-25T15:58:59.000Z
2410,New York,Rensselaer,33,0,0,2020-03-25T15:58:59.000Z
2869,New York,Unassigned,0,0,39,2020-03-25T15:58:59.000Z
2046,New York,Nassau,2869,0,9,2020-03-25T15:58:59.000Z
575,New York,Clinton,6,0,0,2020-03-25T15:58:59.000Z
999,New York,Fulton,1,0,0,2020-03-25T15:58:59.000Z
2575,New York,Seneca,0,0,0,2020-03-25T15:58:59.000Z
2549,New York,Schuyler,0,0,0,2020-03-25T15:58:59.000Z
2670,New York,St. Lawrence,1,0,0,2020-03-25T15:58:59.000Z
2721,New York,Suffolk,1880,0,17,2020-03-25T15:58:59.000Z
2962,New York,Warren,2,0,0,2020-03-25T15:58:59.000Z
2545,New York,Schoharie,1,0,0,2020-03-25T15:58:59.000Z
1119,New York,Greene,4,0,0,2020-03-25T15:58:59.000Z
2164,New York,Oswego,2,0,0,2020-03-25T15:58:59.000Z
2079,New York,Niagara,10,0,0,2020-03-25T15:58:59.000Z
716,North Carolina,Dare,1,0,0,2020-03-25T15:58:59.000Z
2232,North Carolina,Perquimans,0,0,0,2020-03-25T15:58:59.000Z
1026,North Carolina,Gates,0,0,0,2020-03-25T15:58:59.000Z
334,North Carolina,Cabarrus,12,0,1,2020-03-25T15:58:59.000Z
686,North Carolina,Cumberland,5,0,0,2020-03-25T15:58:59.000Z
2062,North Carolina,New Hanover,9,0,0,2020-03-25T15:58:59.000Z
2095,North Carolina,Northampton,1,0,0,2020-03-25T15:58:59.000Z
720,North Carolina,Davidson,3,0,0,2020-03-25T15:58:59.000Z
1234,North Carolina,Haywood,0,0,0,2020-03-25T15:58:59.000Z
211,North Carolina,Bladen,0,0,0,2020-03-25T15:58:59.000Z
3093,North Carolina,Wilson,6,0,0,2020-03-25T15:58:59.000Z
314,North Carolina,Burke,2,0,0,2020-03-25T15:58:59.000Z
2284,North Carolina,Pitt,6,0,0,2020-03-25T15:58:59.000Z
311,North Carolina,Buncombe,12,0,0,2020-03-25T15:58:59.000Z
2391,North Carolina,Randolph,3,0,0,2020-03-25T15:58:59.000Z
1281,North Carolina,Hoke,2,0,0,2020-03-25T15:58:59.000Z
428,North Carolina,Caswell,0,0,0,2020-03-25T15:58:59.000Z
430,North Carolina,Catawba,4,0,0,2020-03-25T15:58:59.000Z
2911,North Carolina,Vance,2,0,0,2020-03-25T15:58:59.000Z
413,North Carolina,Carteret,5,0,0,2020-03-25T15:58:59.000Z
1990,North Carolina,Montgomery,1,0,0,2020-03-25T15:58:59.000Z
2822,North Carolina,Transylvania,1,0,0,2020-03-25T15:58:59.000Z
3023,North Carolina,Wayne,2,0,0,2020-03-25T15:58:59.000Z
2450,North Carolina,Robeson,2,0,0,2020-03-25T15:58:59.000Z
2553,North Carolina,Scotland,1,0,0,2020-03-25T15:58:59.000Z
368,North Carolina,Camden,0,0,0,2020-03-25T15:58:59.000Z
2147,North Carolina,Orange,6,0,0,2020-03-25T15:58:59.000Z
1207,North Carolina,Harnett,9,0,0,2020-03-25T15:58:59.000Z
973,North Carolina,Franklin,4,0,0,2020-03-25T15:58:59.000Z
722,North Carolina,Davie,1,0,0,2020-03-25T15:58:59.000Z
2000,North Carolina,Moore,2,0,0,2020-03-25T15:58:59.000Z
1347,North Carolina,Iredell,9,0,0,2020-03-25T15:58:59.000Z
89,North Carolina,Ashe,0,0,0,2020-03-25T15:58:59.000Z
3008,North Carolina,Watauga,3,0,0,2020-03-25T15:58:59.000Z
1751,North Carolina,Macon,0,0,0,2020-03-25T15:58:59.000Z
691,North Carolina,Currituck,0,0,0,2020-03-25T15:58:59.000Z
2459,North Carolina,Rockingham,0,0,0,2020-03-25T15:58:59.000Z
1120,North Carolina,Greene,0,0,0,2020-03-25T15:58:59.000Z
294,North Carolina,Brunswick,10,0,0,2020-03-25T15:58:59.000Z
1025,North Carolina,Gaston,4,0,0,2020-03-25T15:58:59.000Z
2429,North Carolina,Richmond,0,0,0,2020-03-25T15:58:59.000Z
1073,North Carolina,Graham,0,0,0,2020-03-25T15:58:59.000Z
2044,North Carolina,Nash,4,0,0,2020-03-25T15:58:59.000Z
952,North Carolina,Forsyth,16,0,0,2020-03-25T15:58:59.000Z
344,North Carolina,Caldwell,1,0,0,2020-03-25T15:58:59.000Z
2710,North Carolina,Stokes,0,0,0,2020-03-25T15:58:59.000Z
3139,North Carolina,Yadkin,0,0,0,2020-03-25T15:58:59.000Z
2741,North Carolina,Surry,0,0,0,2020-03-25T15:58:59.000Z
1379,North Carolina,Jackson,1,0,0,2020-03-25T15:58:59.000Z
1455,North Carolina,Jones,0,0,0,2020-03-25T15:58:59.000Z
111,North Carolina,Avery,0,0,0,2020-03-25T15:58:59.000Z
475,North Carolina,Cherokee,4,0,0,2020-03-25T15:58:59.000Z
2206,North Carolina,Pasquotank,1,0,0,2020-03-25T15:58:59.000Z
831,North Carolina,Durham,74,0,0,2020-03-25T15:58:59.000Z
1450,North Carolina,Johnston,4,0,0,2020-03-25T15:58:59.000Z
2504,North Carolina,Sampson,1,0,0,2020-03-25T15:58:59.000Z
2196,North Carolina,Pamlico,0,0,0,2020-03-25T15:58:59.000Z
654,North Carolina,Craven,3,0,0,2020-03-25T15:58:59.000Z
2308,North Carolina,Polk,0,0,0,2020-03-25T15:58:59.000Z
1260,North Carolina,Hertford,1,0,0,2020-03-25T15:58:59.000Z
849,North Carolina,Edgecombe,0,0,0,2020-03-25T15:58:59.000Z
1641,North Carolina,Lenoir,1,0,0,2020-03-25T15:58:59.000Z
2993,North Carolina,Washington,0,0,0,2020-03-25T15:58:59.000Z
551,North Carolina,Clay,0,0,0,2020-03-25T15:58:59.000Z
1856,North Carolina,McDowell,2,0,0,2020-03-25T15:58:59.000Z
2485,North Carolina,Rutherford,0,0,0,2020-03-25T15:58:59.000Z
198,North Carolina,Bertie,3,0,0,2020-03-25T15:58:59.000Z
504,North Carolina,Chowan,1,0,0,2020-03-25T15:58:59.000Z
2683,North Carolina,Stanly,0,0,0,2020-03-25T15:58:59.000Z
2851,North Carolina,Tyrrell,0,0,0,2020-03-25T15:58:59.000Z
35,North Carolina,Alexander,0,0,0,2020-03-25T15:58:59.000Z
1632,North Carolina,Lee,1,0,0,2020-03-25T15:58:59.000Z
614,North Carolina,Columbus,0,0,0,2020-03-25T15:58:59.000Z
1882,North Carolina,Mecklenburg,142,0,0,2020-03-25T15:58:59.000Z
2886,North Carolina,Union,18,0,0,2020-03-25T15:58:59.000Z
830,North Carolina,Duplin,1,0,0,2020-03-25T15:58:59.000Z
2244,North Carolina,Person,1,0,0,2020-03-25T15:58:59.000Z
2963,North Carolina,Warren,0,0,0,2020-03-25T15:58:59.000Z
24,North Carolina,Alamance,3,0,0,2020-03-25T15:58:59.000Z
2475,North Carolina,Rowan,6,0,0,2020-03-25T15:58:59.000Z
3079,North Carolina,Wilkes,0,0,0,2020-03-25T15:58:59.000Z
2750,North Carolina,Swain,0,0,0,2020-03-25T15:58:59.000Z
1154,North Carolina,Halifax,0,0,0,2020-03-25T15:58:59.000Z
1829,North Carolina,Martin,0,0,0,2020-03-25T15:58:59.000Z
70,North Carolina,Anson,0,0,0,2020-03-25T15:58:59.000Z
156,North Carolina,Beaufort,2,0,0,2020-03-25T15:58:59.000Z
1241,North Carolina,Henderson,2,0,0,2020-03-25T15:58:59.000Z
2222,North Carolina,Pender,0,0,0,2020-03-25T15:58:59.000Z
566,North Carolina,Cleveland,0,0,0,2020-03-25T15:58:59.000Z
1946,North Carolina,Mitchell,0,0,0,2020-03-25T15:58:59.000Z
3144,North Carolina,Yancey,0,0,0,2020-03-25T15:58:59.000Z
1331,North Carolina,Hyde,1,0,0,2020-03-25T15:58:59.000Z
43,North Carolina,Alleghany,0,0,0,2020-03-25T15:58:59.000Z
1770,North Carolina,Madison,0,0,0,2020-03-25T15:58:59.000Z
1679,North Carolina,Lincoln,1,0,0,2020-03-25T15:58:59.000Z
1144,North Carolina,Guilford,22,0,0,2020-03-25T15:58:59.000Z
1096,North Carolina,Granville,1,0,0,2020-03-25T15:58:59.000Z
2934,North Carolina,Wake,73,0,0,2020-03-25T15:58:59.000Z
2140,North Carolina,Onslow,3,0,0,2020-03-25T15:58:59.000Z
460,North Carolina,Chatham,6,0,0,2020-03-25T15:58:59.000Z
316,North Dakota,Burleigh,18,0,0,2020-03-25T15:58:59.000Z
1869,North Dakota,McLean,0,0,0,2020-03-25T15:58:59.000Z
2412,North Dakota,Renville,0,0,0,2020-03-25T15:58:59.000Z
1865,North Dakota,McKenzie,0,0,0,2020-03-25T15:58:59.000Z
1862,North Dakota,McIntosh,0,0,0,2020-03-25T15:58:59.000Z
249,North Dakota,Bowman,0,0,0,2020-03-25T15:58:59.000Z
2622,North Dakota,Sioux,0,0,0,2020-03-25T15:58:59.000Z
2052,North Dakota,Nelson,0,0,0,2020-03-25T15:58:59.000Z
1502,North Dakota,Kidder,0,0,0,2020-03-25T15:58:59.000Z
243,North Dakota,Bottineau,0,0,0,2020-03-25T15:58:59.000Z
3043,North Dakota,Wells,0,0,0,2020-03-25T15:58:59.000Z
1860,North Dakota,McHenry,0,0,0,2020-03-25T15:58:59.000Z
2383,North Dakota,Ramsey,1,0,0,2020-03-25T15:58:59.000Z
1077,North Dakota,Grand Forks,0,0,0,2020-03-25T15:58:59.000Z
2264,North Dakota,Pierce,2,0,0,2020-03-25T15:58:59.000Z
315,North Dakota,Burke,0,0,0,2020-03-25T15:58:59.000Z
2695,North Dakota,Steele,0,0,0,2020-03-25T15:58:59.000Z
789,North Dakota,Divide,0,0,0,2020-03-25T15:58:59.000Z
133,North Dakota,Barnes,0,0,0,2020-03-25T15:58:59.000Z
2394,North Dakota,Ransom,0,0,0,2020-03-25T15:58:59.000Z
828,North Dakota,Dunn,1,0,0,2020-03-25T15:58:59.000Z
434,North Dakota,Cavalier,0,0,0,2020-03-25T15:58:59.000Z
2606,North Dakota,Sheridan,0,0,0,2020-03-25T15:58:59.000Z
2718,North Dakota,Stutsman,0,0,0,2020-03-25T15:58:59.000Z
879,North Dakota,Emmons,0,0,0,2020-03-25T15:58:59.000Z
2219,North Dakota,Pembina,0,0,0,2020-03-25T15:58:59.000Z
954,North Dakota,Foster,0,0,0,2020-03-25T15:58:59.000Z
2821,North Dakota,Traill,0,0,0,2020-03-25T15:58:59.000Z
3085,North Dakota,Williams,0,0,0,2020-03-25T15:58:59.000Z
15,North Dakota,Adams,0,0,0,2020-03-25T15:58:59.000Z
178,North Dakota,Benson,0,0,0,2020-03-25T15:58:59.000Z
2537,North Dakota,Sargent,0,0,0,2020-03-25T15:58:59.000Z
1089,North Dakota,Grant,0,0,0,2020-03-25T15:58:59.000Z
2465,North Dakota,Rolette,0,0,0,2020-03-25T15:58:59.000Z
2628,North Dakota,Slope,0,0,0,2020-03-25T15:58:59.000Z
2423,North Dakota,Richland,0,0,0,2020-03-25T15:58:59.000Z
424,North Dakota,Cass,3,0,0,2020-03-25T15:58:59.000Z
207,North Dakota,Billings,0,0,0,2020-03-25T15:58:59.000Z
1902,North Dakota,Mercer,0,0,0,2020-03-25T15:58:59.000Z
847,North Dakota,Eddy,0,0,0,2020-03-25T15:58:59.000Z
1547,North Dakota,LaMoure,0,0,0,2020-03-25T15:58:59.000Z
2944,North Dakota,Walsh,1,0,0,2020-03-25T15:58:59.000Z
2027,North Dakota,Mountrail,0,0,0,2020-03-25T15:58:59.000Z
1709,North Dakota,Logan,0,0,0,2020-03-25T15:58:59.000Z
2024,North Dakota,Morton,8,0,0,2020-03-25T15:58:59.000Z
1058,North Dakota,Golden Valley,0,0,0,2020-03-25T15:58:59.000Z
2687,North Dakota,Stark,0,0,0,2020-03-25T15:58:59.000Z
2951,North Dakota,Ward,3,0,0,2020-03-25T15:58:59.000Z
2134,North Dakota,Oliver,0,0,0,2020-03-25T15:58:59.000Z
1261,North Dakota,Hettinger,0,0,0,2020-03-25T15:58:59.000Z
